tax_block,tax_lot,council_district,address,bldgclass,ownername,unitsres,bbl,borocode,issue_date,violation_type_code,violation_number,violation_category,violation_type,house_maint_code_violate_count,is_tax_lien_sale_eligable,violation_count,has_tax_lien,has_violations,is_residential,unitsres_zero,zombie_score,likely_zombie,borough
5297,36,39.0,4002 14 AVENUE,S4,MOTION REALTY LLC,4.0,3052970036,3.0,20150303,LBLVIO,07166,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
1802,103,36.0,169 QUINCY STREET,C1,"N'KOSI, JABARI NAJJA",10.0,3018020103,3.0,20140515,LBLVIO,10445,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,1,0,5.0,0,Brooklyn
4776,64,45.0,591 EAST 55 STREET,B3,"LESTER, KAREN",2.0,3047760064,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
16156,127,32.0,300-F BEACH 101 STREET,A2,SHEILA MURRAY,1.0,4161560127,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
1818,101,36.0,381 NOSTRAND AVENUE,B2,"CHAN, PEARL",2.0,3018180101,3.0,20191211,AEUHAZ1,00628,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,0.0,0.0,0.0,0,1,1,0,2.0,0,Brooklyn
4640,35,41.0,167 EAST 53 STREET,B1,"STONE, GWENDOLYN",2.0,3046400035,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7377,48,48.0,1611 AVENUE W,A2,"TAN, YUAN ZHAO",1.0,3073770048,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7623,49,45.0,2320 AVENUE K,A1,SANFORD BRAUN,1.0,3076230049,3.0,19971028,C,14N01,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,0.0,0.0,0,1,1,0,2.0,0,Brooklyn
1233,1,36.0,115 ROGERS AVENUE,C7,TYC REALTY INC,7.0,3012330001,3.0,20180905,AEUHAZ1,00271,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,0.0,1.0,0.0,1,1,1,0,5.0,0,Brooklyn
7620,25,45.0,1625 OCEAN AVENUE,M1,EAST MIDWOOD JEWISH CNTR,0.0,3076200025,3.0,19970210,LL6291,31396,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
5596,49,38.0,4218 FT HAMILTON PARKWAY,O7,FHP 26 LLC,0.0,3055960049,3.0,20230425,LBLVIO,14125,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
1797,77,36.0,253 LEXINGTON AVENUE,C1,"DOCKERY, DEWEY JR.",8.0,3017970077,3.0,19950829,LL6291,37227,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,1,0,2.0,0,Brooklyn
1,216,49.0,10 BAY STREET LANDING,D0,BSL ONE OWNERS CORP,128.0,5000010216,5.0,20140515,LBLVIO,20731,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,1,0,2.0,0,Staten Island
7606,19,23.0,61-20 217 STREET,C0,"BELFOR, TRUSTEE, JUDITH",3.0,4076060019,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7789,25,45.0,1889 ALBANY AVENUE,A9,"BEAUCHAMP, ROOSEVELT",1.0,3077890025,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
2766,92,17.0,1315 RANDALL AVENUE,F5,A & M CARPENTRY DESIGNS CORP.,0.0,2027660092,2.0,20000207,LL6291,10096,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Bronx
1240,21,36.0,788 PARK PLACE,C1,788 PARK LLC,15.0,3012400021,3.0,19930816,LL6291,38341,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,5.0,1.0,5.0,1,1,1,0,7.5,1,Brooklyn
5628,116,44.0,1228 47 STREET,C0,"RABINOWITZ, YISROEL",3.0,3056280116,3.0,20240322,C,FEU31202XC,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,1.0,0.0,1,1,1,0,5.0,0,Brooklyn
4677,51,41.0,371 EAST 51 STREET,B1,"AYE-KUMI, CARL MICHAEL",2.0,3046770051,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
6821,270,48.0,1837 EAST 17 STREET,D1,EAST 17TH ASSOC LTD,36.0,3068210270,3.0,19970113,LL1081,03478,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL,2.0,0.0,2.0,0,1,1,0,3.0,0,Brooklyn
3739,47,17.0,1171 ELDER AVENUE,C1,"BRADY ROONEY GROUP,INC",48.0,2037390047,2.0,20210602,BENCH,01891,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE,28.0,0.0,28.0,0,1,1,0,16.0,1,Bronx
3771,19,17.0,1236 EVERGREEN AVENUE,B1,SLL NPL LLC,2.0,2037710019,2.0,20120320,C,STFNS15,VPW-VIOLATION UNSERVED ECB-WORK WITHOUT PERMIT-ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,27.0,0.0,27.0,0,1,1,0,15.5,1,Bronx
5038,64,40.0,245 FENIMORE STREET,B2,LEFFERTS GARDENS PROPERTIES LLC,2.0,3050380064,3.0,20180702,LANDMK,19-0002,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE,0.0,0.0,0.0,0,1,1,0,2.0,0,Brooklyn
14200,7,32.0,98-14 162 AVENUE,A2,JOHN J ADRAGNA,1.0,4142000007,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
8546,50,46.0,2024 EAST 55 STREET,A9,"SHI, QIAO RU",1.0,3085460050,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
5060,46,20.0,131-56 40 ROAD,V1,MAXITO REALTY CORP,0.0,4050600046,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,0,1,4.0,0,Queens
5372,27,39.0,530 EAST 4 STREET,A1,"MERLIN, YEHOSHUA",1.0,3053720027,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7876,1,46.0,5101 AVENUE N,K1,"ALMONTE AVEN REALTY, LLC",0.0,3078760001,3.0,20240923,LBLVIO,13012,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
6994,36,24.0,75-30 176 STREET,A1,AGNES MC CABE & PATRICK MC CABE IRREV AS ST MGMT TR,1.0,4069940036,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
16124,114,32.0,90-08 ROCKAWAY BEACH BLVD,O8,STEIN HILLEL Y,1.0,4161240114,4.0,20040213,LL6291,26145,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Queens
5632,7501,44.0,4814 11TH AVENUE,R6,"SZEGEDIN, SAMSON",2.0,3056327501,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,0,0.0,0,Brooklyn
7688,82,23.0,69-37 229 STREET,B3,ASSOCIATION FOR NEUROLOGICALLY IMPAIRED  BRAIN,2.0,4076880082,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5377,80,39.0,381 EAST 8 STREET,A1,"SCHIFFMAN, MIRIAM",1.0,3053770080,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
2691,60,33.0,574 MORGAN AVENUE,C1,"MODZELEWSKI, MALGORZATA",8.0,3026910060,3.0,20040213,LL6291,20304,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,1,0,2.0,0,Brooklyn
7789,49,45.0,1150 EAST 42 STREET,A5,"GUADELOUPE, ANN-MARIE G",1.0,3077890049,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7850,13,46.0,1545 EAST 52 STREET,A9,"O''BRIEN, PATRICK",1.0,3078500013,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1954,2,36.0,329 FRANKLIN AVENUE,C1,"FOOD FIRST NDFC, INC.",16.0,3019540002,3.0,20230425,LBLVIO,19300,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,50.0,0.0,50.0,0,1,1,0,27.0,1,Brooklyn
4638,25,41.0,823 LENOX ROAD,C2,"DUNCAN, IRENE",6.0,3046380025,3.0,20040213,LL6291,12301,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,2.0,1.0,2.0,1,1,1,0,6.0,1,Brooklyn
7617,17,45.0,1155 EAST 35 STREET,C1,"MIDWOOD 35TH REALTY, LLC",38.0,3076170017,3.0,20210602,BENCH,01336,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE,107.0,1.0,107.0,1,1,1,0,58.5,1,Brooklyn
5219,4,45.0,1908 NEWKIRK AVENUE,C1,"NEWKIRK NOSTRAND EAST SPE OWNER, LLC",22.0,3052190004,3.0,20091231,LBLVIO,15791,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,44.0,1.0,44.0,1,1,1,0,27.0,1,Brooklyn
4994,24,20.0,140-26 34 AVENUE,C0,LEAVITT UNION MANAGEMENT CORP.,3.0,4049940024,4.0,20020714,C,0759OC,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,1.0,0.0,1.0,0,1,1,0,2.5,0,Queens
7751,60,45.0,4722 KINGS HIGHWAY,A5,WEBB MARY ANN,1.0,3077510060,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
5364,14,39.0,1522 40 STREET,C3,1522 40TH HOLDINGS LLC,4.0,3053640014,3.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Brooklyn
1822,86,36.0,239 PUTNAM AVENUE,B9,KIMBERLY GEORGE,2.0,3018220086,3.0,19930816,LL6291,38708,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,10.0,1.0,10.0,1,1,1,0,10.0,1,Brooklyn
4202,13,50.0,73 4 STREET,A1,DIONISIO J FREEO,1.0,5042020013,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
6800,43,48.0,1800 EAST 18 STREET,C1,GMD PROPERTIES INC,38.0,3068000043,3.0,20140515,LBLVIO,14710,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,8.0,0.0,8.0,0,1,1,0,6.0,1,Brooklyn
7897,31,46.0,5202 AVENUE N,K4,5202 AVENUE N LLC,2.0,3078970031,3.0,20240923,LBLVIO,13022,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
5583,34,38.0,921 40 STREET,B9,THOMAS CHAN,2.0,3055830034,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1247,11,35.0,796 STERLING PLACE,D1,792 STERLING HOLDINGS LLC,82.0,3012470011,3.0,20170915,EVCAT1,05665,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST                               ELEVATORREQUIRED,87.0,1.0,87.0,1,1,1,0,48.5,1,Brooklyn
2839,110,49.0,850 BAY STREET,S9,HOME REALTY HOLDING CORP.,4.0,5028390110,5.0,20090101,LL6291,26495,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,9.0,1.0,9.0,1,1,0,0,9.5,1,Staten Island
4216,33,50.0,38 7 STREET,A1,"RYAN, TATIANA",1.0,5042160033,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
1168,53,35.0,726 FRANKLIN AVENUE,S9,STEVE BAILEY,6.0,3011680053,3.0,20080103,LL6291,16589,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,10.0,1.0,10.0,1,1,0,0,10.0,1,Brooklyn
14243,1161,32.0,99-58 DAVENPORT COURT,A2,WILLIAM L KISSANE,1.0,4142431161,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5044,68,20.0,138-37 BARCLAY AVENUE,G7,ST MICHAELS RC CHURCH,0.0,4050440068,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Queens
15821,35,31.0,169 BEACH 29 STREET,B2,UNAVAILABLE OWNER,2.0,4158210035,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
6740,45,20.0,59-24 163 STREET,A1,STANLEY CHIN,1.0,4067400045,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Queens
524,41,49.0,THOMPSON STREET,V1,BLOCK 524 LOT 41 LLC,0.0,5005240041,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Staten Island
7825,2,45.0,4525 FLATLANDS AVENUE,A2,SAIF REALTY LLC,1.0,3078250002,3.0,20250404,EGNCY,19116,V-DOB VIOLATION - ACTIVE,EGNCY-EMERGENCY                                                       NONE,7.0,1.0,7.0,1,1,1,0,8.5,1,Brooklyn
8713,7502,48.0,7 CORBIN PLACE,RM,UNAVAILABLE OWNER,8.0,3087137502,3.0,20240923,LBLVIO,14269,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
4201,36,37.0,502 LINCOLN AVENUE,B2,"PASHA, ABDUR",2.0,3042010036,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
15931,40,31.0,145 BEACH 59 STREET,C1,"H20 HOLDING,",13.0,4159310040,4.0,20140515,LBLVIO,16157,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,14.0,1.0,14.0,1,1,1,0,12.0,1,Queens
2839,110,49.0,850 BAY STREET,S9,HOME REALTY HOLDING CORP.,4.0,5028390110,5.0,19940608,LL6291,00920,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,9.0,1.0,9.0,1,1,0,0,9.5,1,Staten Island
15931,40,31.0,145 BEACH 59 STREET,C1,"H20 HOLDING,",13.0,4159310040,4.0,20230620,LBLVIO,22722,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,14.0,1.0,14.0,1,1,1,0,12.0,1,Queens
4754,34,50.0,479 PROMENADE AVENUE,V0,CITY OF NEW YORK,0.0,5047540034,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Staten Island
4319,12,42.0,720 ALABAMA AVENUE,B2,JANET PINTO DUNWELL 2020 REVOCABLE LIVIN G TRUST,2.0,3043190012,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1807,8,36.0,1095 BEDFORD AVENUE,C1,DOLEV PROPERTIES LLC,8.0,3018070008,3.0,20230425,LBLVIO,13635,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,1.0,0.0,1.0,0,1,1,0,2.5,0,Brooklyn
5194,31,20.0,43-15 ROBINSON STREET,B2,"WANG, YONG MING",2.0,4051940031,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
2360,166,51.0,23 SAXON AVENUE,B9,"LI, LING",2.0,5023600166,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
15905,172,31.0,65-01 OCEAN AVENUE NORTH,B2,"MALINOWSKI, MARCIN",2.0,4159050172,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5023,35,20.0,143-55 41 AVENUE,D4,CAMEO OWNERS CORP,78.0,4050230035,4.0,20190906,ACC1,05340,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED,34.0,1.0,34.0,1,1,1,0,22.0,1,Queens
5091,12,40.0,200 MARTENSE STREET,B2,HEAVET BOBO,2.0,3050910012,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1273,8,35.0,847 FRANKLIN AVENUE,S9,SAMUEL SPRINGER,6.0,3012730008,3.0,19990316,LL6291,15123,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,4.0,1.0,4.0,1,1,0,0,7.0,1,Brooklyn
5108,66,40.0,2729 SNYDER AVENUE,B2,"VITE, GARY",2.0,3051080066,3.0,20110120,C,1702RM,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,1.0,0.0,1.0,0,1,1,0,2.5,0,Brooklyn
4700,34,45.0,376 EAST 53 STREET,A9,"MCNAIR, KENRICK",1.0,3047000034,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1305,1,35.0,355 ROGERS AVENUE,C7,219 REALTY GROUP,25.0,3013050001,3.0,19990316,LL6291,15198,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,64.0,1.0,64.0,1,1,1,0,37.0,1,Brooklyn
5378,45,39.0,754 CONEY ISLAND AVENUE,S9,"MOHAMED, OMAR",2.0,3053780045,3.0,20020326,LL6291,23040,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
4452,614,42.0,547 VANDALIA AVENUE,C0,"SIMMONS , CLARENCE",3.0,3044520614,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
6420,35,20.0,61-41 146 PLACE,A5,"CHEN, QIN ZE",1.0,4064200035,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
1942,46,36.0,1038 BEDFORD AVENUE,S4,1038 BEDFORD LLC,4.0,3019420046,3.0,20230620,LBLVIO,08967,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,3.0,0.0,3.0,0,1,0,0,3.5,0,Brooklyn
5145,68,40.0,352 MARLBOROUGH ROAD,A1,EDWARD BLAINE AND MARGE BLAINE REVOCABLE  TRUST NO1,1.0,3051450068,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
4281,39,42.0,604 PINE STREET,B2,"RANA, SHOHEL",2.0,3042810039,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
5160,43,40.0,1705 DORCHESTER ROAD,D1,1705 REALTY LLC,37.0,3051600043,3.0,20240923,LBLVIO,11573,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,17.0,0.0,17.0,0,1,1,0,10.5,1,Brooklyn
7794,442,23.0,218-40 STEWART ROAD,A2,"CRAPA TRUSTEE, JOSEPH",1.0,4077940442,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7874,37,46.0,1637 EAST 49 STREET,A1,"JEUDY, LINDA",1.0,3078740037,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
13575,29,31.0,142-11 248 STREET,B3,FELICIA WRIGHT,2.0,4135750029,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
1833,186,21.0,127-24 WILLETS POINT BLVD,G2,127-14 WILLETS PT BLVD REALTY CORP,0.0,4018330186,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,0,1,4.0,0,Queens
5393,19,39.0,786 CONEY ISLAND AVENUE,K2,786 CONEY ISLAND AVE LLC,0.0,3053930019,3.0,19950829,LL6291,31319,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
1295,42,35.0,290 ROGERS AVENUE,S2,ALFRED MOLLISON,2.0,3012950042,3.0,20070119,LL6291,13937,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
4624,54,41.0,57 EAST 54 STREET,B1,EDDINGTON LINK LLC,2.0,3046240054,3.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Brooklyn
5230,21,20.0,140-49 ROSE AVENUE,B1,"CHUNG, CHUN TZU",2.0,4052300021,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
8522,53,46.0,2026 EAST 37 STREET,A9,"GIARDINO, RONALD",1.0,3085220053,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
5402,1,20.0,44-05 PARSONS BOULEVARD,S1,CHUANG FAMILY IRREVOCABLE TRUST,1.0,4054020001,4.0,20140515,LBLVIO,19400,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Queens
4963,210,20.0,35-50 COLLEGE POINT BLVD,G2,"JJSK MANAGMENT,",0.0,4049630210,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,0,1,4.0,0,Queens
7833,68,46.0,1360 EAST 54 STREET,B3,"VALEMBRUN, LAVONNE W",2.0,3078330068,3.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Brooklyn
7754,53,45.0,1170 EAST 51 STREET,A5,"DEPRADINE, ROGER",1.0,3077540053,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
4399,27,42.0,1036 BARBEY STREET,B9,"VICTOR, MARIE D",2.0,3043990027,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7590,39,45.0,913 EAST 26 STREET,B2,SG FRIEDMAN IRREVOCABLE TRUST,2.0,3075900039,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
2017,31,36.0,1168 FULTON STREET,S3,"CHOWDURY, SHAMEEM",3.0,3020170031,3.0,19930816,LL6291,32314,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,2.0,1.0,2.0,1,1,0,0,6.0,1,Brooklyn
1217,65,35.0,583 ST MARKS AVENUE,C3,KENNETH C ESDAILE,4.0,3012170065,3.0,no violations,no violations,no violations,no violations,no violations,1.0,0.0,1.0,0,0,1,0,0.5,0,Brooklyn
7596,46,45.0,3216 AVENUE I,B2,"SKYERS, MARCIA",2.0,3075960046,3.0,20191017,AEUHAZ1,01099,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,4.0,1.0,4.0,1,1,1,0,7.0,1,Brooklyn
1802,96,36.0,181 QUINCY STREET,B2,"GONG, DEJIAN",2.0,3018020096,3.0,20230620,LBLVIO,35018,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,5.0,0.0,5.0,0,1,1,0,4.5,0,Brooklyn
4697,42,45.0,469 EAST 49 STREET,C2,BATES CHRISTOPHER,6.0,3046970042,3.0,20230425,LBLVIO,11062,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,13.0,1.0,13.0,1,1,1,0,11.5,1,Brooklyn
4180,37,37.0,410 LINCOLN AVENUE,B1,"BATISTA, DAMARIS",2.0,3041800037,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
5034,47,40.0,100 MIDWOOD STREET,A4,"SOARES, MARIA M",1.0,3050340047,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
6983,31,24.0,175-24 73 AVENUE,A5,"CRUZ, GAUDENCIO",1.0,4069830031,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
16096,26,32.0,1-22 BEACH 74 STREET,B2,"REICHMAN, SIMON",2.0,4160960026,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5219,4,45.0,1908 NEWKIRK AVENUE,C1,"NEWKIRK NOSTRAND EAST SPE OWNER, LLC",22.0,3052190004,3.0,20151001,LBLVIO,05617,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,44.0,1.0,44.0,1,1,1,0,27.0,1,Brooklyn
